recId,shot_made_flag,Prediction Probability
7622,0,0.380882659
7629,0,0.405662018
7630,0,0.379395929
7646,1,0.656276854
7665,0,0.42770298
7671,0,0.476839923
7674,0,0.322940807
7675,0,0.394092101
7676,0,0.444970317
7682,1,0.769833748
7684,0,0.408347263
7685,0,0.449175082
7690,0,0.386503361
7708,1,0.677347041
7716,0,0.417472293
7720,0,0.448364449
7740,0,0.341248915
7744,0,0.299120456
7745,0,0.333914986
7753,0,0.467993552
7759,0,0.428636801
7763,0,0.368930912
7768,0,0.409170853
7775,0,0.317305227
7791,0,0.389041333
7804,0,0.338186954
7807,0,0.344781733
7822,1,0.988939439
7823,0,0.412948502
7824,0,0.360394469
7831,1,0.745225925
7849,0,0.468882628
7851,0,0.375588782
7853,1,0.484859182
7857,0,0.443064606
7860,0,0.396817128
7868,0,0.449062152
7886,0,0.352344225
7887,0,0.307777743
7890,0,0.307105217
7905,0,0.223599263
7910,0,0.23926064
7916,0,0.45628925
7921,0,0.434186082
7923,1,0.792127555
7925,0,0.419137389
7929,0,0.450054076
7932,0,0.387931554
7935,1,0.633858933
7937,0,0.403214917
7940,1,0.69706004
7959,0,0.356357964
7974,1,0.567587562
7980,0,0.241157318
7985,0,0.289419728
7994,1,0.515522394
8003,1,0.482701556
8004,1,0.492232018
8007,0,0.467171891
8008,1,0.544990616
8012,1,0.501136802
8020,0,0.364947185
8021,0,0.333567561
8030,0,0.377556714
8032,0,0.411678506
8034,0,0.439742545
8035,0,0.427365807
8036,0,0.456535544
8042,0,0.37099142
8052,0,0.291276647
8054,0,0.368159954
8058,0,0.332842243
8062,1,0.808074144
8063,1,0.591703984
8073,1,0.748512269
8080,1,0.736968414
8083,1,0.61692081
8088,1,0.600915619
8089,0,0.23974359
8103,1,0.688773187
8109,0,0.383077324
8110,0,0.429669575
8120,1,0.48008534
8133,0,0.35773308
8150,1,0.677465451
8152,0,0.407152731
8159,0,0.446646856
8163,1,0.579129292
8170,1,0.752503878
8172,0,0.362123815
8175,0,0.33698111
8177,1,0.596703421
8188,1,0.509627501
8194,1,0.661740523
8199,1,0.747388734
8204,1,0.673618363
8211,0,0.353439241
8212,0,0.343641665
8215,0,0.367193136
8217,1,0.68562803
8221,0,0.400198885
8223,0,0.369209327
8224,0,0.309497139
8234,0,0.395754418
8236,0,0.336294538
8240,1,0.7055181
8241,1,0.656123211
8242,0,0.377590969
8243,0,0.390159751
8244,0,0.376000084
8262,0,0.418116825
8264,0,0.376934928
8265,0,0.410727746
8272,0,0.39353258
8282,1,0.737850652
8287,0,0.34868333
8307,0,0.44888987
8318,0,0.351326105
8322,0,0.367922075
8332,0,0.432020888
8337,1,0.955599751
8338,1,0.731963323
8351,0,0.372650809
8368,0,0.467684247
8370,1,0.978438989
8373,1,0.839403166
8375,0,0.394456852
8384,0,0.395056845
8386,0,0.298560214
8387,0,0.442375988
8390,0,0.321745296
8402,0,0.416867662
8406,1,0.810526714
8409,1,0.780119605
8414,0,0.37526661
8420,0,0.36963348
8429,0,0.417101043
8431,0,0.399663301
8436,0,0.35048585
8453,0,0.344382182
8454,0,0.397831653
8460,0,0.375849807
8465,1,0.7428185
8470,1,0.569277667
8492,0,0.379077433
8495,1,0.680204518
8497,0,0.407570265
8498,0,0.370363426
8502,1,0.748958602
8503,1,0.831588896
8505,0,0.435567949
8515,1,0.745691217
8518,0,0.350897676
8519,0,0.370622748
8520,0,0.418316898
8528,0,0.364252979
8529,0,0.33774287
8540,0,0.411954476
8544,0,0.450187038
8546,0,0.432360595
8552,0,0.42262609
8557,0,0.381793094
8571,1,0.653941014
8589,1,0.763895117
8593,0,0.327213153
8600,0,0.355378234
8605,0,0.334480919
8608,0,0.303351333
8622,0,0.385275259
8623,0,0.32104159
8627,0,0.365425428
8630,0,0.325007069
8645,0,0.353329658
8647,0,0.433220116
8648,0,0.409286304
8649,0,0.36530545
8650,0,0.365588526
8654,0,0.360047106
8670,1,0.975846444
8686,1,0.484929117
8688,0,0.439470055
8699,1,0.834402799
8711,0,0.336081785
8716,1,0.62516245
8717,0,0.381602605
8725,0,0.354912875
8730,0,0.351937176
8738,0,0.301518628
8740,0,0.337213439
8749,1,0.540481969
8760,0,0.349298059
8765,0,0.319625031
8769,0,0.312194174
8773,0,0.424431588
8785,1,0.621093073
8787,1,0.796012037
8788,0,0.366202497
8789,0,0.399805264
8791,0,0.372224401
8793,0,0.369386813
8806,0,0.369097539
8818,0,0.316484006
8821,1,0.760380424
8832,1,0.565411279
8856,0,0.453096191
8870,0,0.336129075
8883,0,0.44767
8884,0,0.435652062
8887,0,0.424011362
8908,0,0.383129023
8926,0,0.438683018
8927,1,0.804105787
8935,0,0.383178528
8956,0,0.405384333
8962,1,0.770813567
8968,1,0.554770005
8969,0,0.408771994
8982,1,0.635365299
9006,0,0.389903336
9013,1,0.761813109
9014,0,0.387961644
9026,1,0.673882312
9030,1,0.751273662
9038,0,0.401405517
9041,1,0.800174883
9053,0,0.350921517
9060,0,0.343007663
9068,0,0.312919078
9079,0,0.459952524
9085,0,0.474914687
9087,0,0.328238882
9095,1,0.848878284
9101,0,0.36792716
9103,0,0.399892864
9111,0,0.411184937
9116,0,0.34598078
9120,0,0.391195323
9132,0,0.311521097
9134,0,0.306307495
9144,0,0.361182419
9151,0,0.418878433
9161,0,0.324394317
9162,1,0.667699329
9164,0,0.369747174
9165,1,0.780272621
9177,0,0.366729376
9178,0,0.384200655
9180,1,0.96923912
9182,0,0.341475809
9184,0,0.2912277
9186,0,0.359544153
9218,0,0.364135389
9231,0,0.35448594
9235,0,0.345293738
9237,1,0.745241945
9242,0,0.347727999
9248,1,0.743843085
9255,1,0.74202188
9258,0,0.320690701
9262,0,0.373269827
9287,0,0.419686895
9288,0,0.444666424
9291,0,0.390499092
9296,0,0.43840752
9300,1,0.664853116
9304,0,0.414830244
9305,0,0.385071036
9320,0,0.365203154
9322,0,0.34569985
9323,1,0.762943752
9325,1,0.642926263
9329,0,0.340933911
9331,1,0.586352314
9337,0,0.375222247
9350,1,0.804437383
9354,0,0.316857102
9358,0,0.295083197
9362,1,0.707990565
9372,0,0.348776023
9391,0,0.378502226
9392,0,0.36324804
9393,1,0.590744224
9401,1,0.785067106
9410,0,0.385300293
9429,0,1.26E-06
9441,0,0.439979723
9442,0,0.395691249
9449,0,0.344030841
9453,0,0.363090267
9456,0,0.414775628
9458,0,0.415264905
9465,0,0.420192701
9467,1,0.645581115
9468,0,0.355668983
9472,0,0.332189259
9493,0,0.441631548
9516,0,0.417885624
9517,1,0.68410079
9518,0,0.37556927
9526,1,0.77162978
9551,0,0.38400797
9561,0,0.423502839
9564,1,0.785727253
9566,1,0.690017099
9592,0,0.422323132
9593,1,0.858380538
9596,0,0.411405495
9603,0,0.351415635
9604,0,0.457052723
9607,0,0.430579662
9608,0,0.462797648
9610,0,0.388658785
9625,0,0.391378775
9637,0,0.303583225
9640,0,0.338425334
9642,1,0.934853664
9657,0,0.304582732
9683,1,0.785033631
9684,0,0.393493702
9687,0,0.345637744
9701,0,0.287508856
9710,0,0.347858249
9711,0,0.406656305
9715,1,0.620672423
9725,1,0.711077611
9733,1,0.521320283
9735,0,0.458123415
9738,0,0.410651484
9747,0,0.346102263
9758,0,0.374307965
9762,0,0.306819448
9769,0,0.425963413
9788,0,0.321356743
9789,1,0.791404421
9793,0,0.444384757
9796,1,0.749355197
9798,0,0.315574878
9808,0,0.318364772
9813,0,0.329282947
9822,1,0.706031584
9826,0,0.423396011
9829,1,0.824902449
9831,0,0.44199731
9850,0,0.301685913
9851,0,0.30620507
9853,1,0.736976393
9857,0,0.305702847
9861,0,0.380480387
9868,1,0.624980668
9870,0,0.337555944
9875,0,0.327856785
9876,0,0.234282245
9879,0,0.287949973
9886,0,0.332319561
9891,0,0.331683619
9903,0,0.244017191
9913,0,0.405537185
9918,1,0.976981616
9923,0,0.449257176
9926,0,0.444163706
9936,0,0.448515261
9940,1,0.685047536
9950,0,0.345743814
9952,0,0.341134806
9957,0,0.389702163
9958,0,0.396011186
9959,0,0.394847525
9965,0,0.303932102
9973,0,0.401204141
9974,0,0.371300497
9978,0,0.339605108
9982,0,0.284478125
9991,1,0.820611198
9993,0,0.462965291
9995,0,0.449818411
9997,0,0.46634084
10000,1,0.811086582
10001,1,0.814893436
10020,1,0.739483275
10030,1,0.815947609
10032,0,0.373060429
10041,1,0.837104358
10047,1,0.80273774
10054,0,0.333779803
10056,1,0.783128102
10074,1,0.720495
10090,0,0.287946853
10106,0,0.313572593
10120,0,0.338215856
10139,1,0.501620832
10143,0,0.466174915
10147,0,0.455991074
10148,1,0.828621363
10153,1,0.837573355
10174,0,0.295146784
10179,1,0.617992427
10181,1,0.733680469
10186,0,0.378504141
10191,0,0.349475409
10217,0,0.393262866
10225,0,0.419509639
10226,1,0.851816158
10233,0,0.333294492
10256,1,0.675881623
10280,1,0.708557968
10286,0,0.338432924
10287,0,0.292005586
10289,0,0.2201444
10291,0,0.245842622
10296,0,0.269422675
10301,0,0.329975076
10310,0,0.306649063
10315,1,0.484519622
10340,0,0.333261504
10345,0,0.266899476
10347,0,0.262102565
10363,0,0.448756055
10364,0,0.402112746
10365,0,0.465945411
10375,1,0.595059073
10380,1,0.587510833
10388,0,0.353378265
10389,0,0.358432631
10402,0,0.310226298
10436,0,0.355962046
10438,0,0.333508001
10443,0,0.327747069
10449,0,0.380626772
10458,0,0.345720141
10459,0,0.332157122
10463,0,0.350926207
10464,0,0.324680955
10469,0,0.326267142
10472,0,0.371802114
10473,0,0.359922172
10474,0,0.276802621
10479,0,0.388175745
10484,0,0.388658744
10490,0,0.36829024
10493,0,0.291163182
10512,1,0.664320024
10513,1,0.489690706
10534,0,0.392073
10536,0,0.28829756
10542,0,0.385345006
10561,0,0.395429615
10567,0,0.325657985
10580,0,0.374991781
10585,0,0.397140827
10587,0,0.372331628
10591,0,0.299419034
10608,1,0.614475369
10625,0,0.382551909
10629,0,0.41812846
10630,0,0.311365217
10635,0,0.298648892
10638,0,0.328629729
10658,0,0.411356094
10663,0,0.394998523
10665,1,0.555441939
10668,1,0.975954193
10669,0,0.31233765
10671,1,0.806415005
10674,0,0.39012862
10678,0,0.363065799
10681,1,0.483934382
10682,0,0.389759607
10687,0,0.320590989
10695,0,0.320333722
10696,0,0.327034268
10701,0,0.415389401
10705,0,0.344642732
10708,0,0.359611525
10724,1,0.792422844
10730,1,0.774415503
10731,0,0.363633314
10734,0,0.364209392
10740,1,0.764330004
10752,1,0.988033565
10754,0,0.369804203
10755,0,0.412177282
10759,0,0.429554293
10760,1,0.690681557
10770,0,0.376515561
10771,0,0.291468427
10772,0,0.339969603
10776,1,0.682113922
10780,1,0.763406055
10803,1,0.746005247
10819,0,0.268918126
10821,1,0.620239763
10824,1,0.964756573
10826,0,0.288111661
10828,1,0.758819006
10839,0,0.36832123
10840,0,0.352548984
10857,0,0.273367294
10862,0,0.452761126
10864,1,0.766985171
10871,1,0.65745243
10874,0,0.369891005
10879,0,0.373752573
10886,0,0.343715066
10898,0,0.403016463
10902,0,0.429704242
10907,0,0.345508395
10913,1,0.805151514
10921,1,0.6563511
10922,0,0.405819307
10924,1,0.794413957
10927,0,0.352850129
10928,0,0.384767589
10929,0,0.384640264
10944,0,0.295093061
10948,1,0.737693631
10950,0,0.322555683
10961,0,0.352102152
10980,0,0.337741903
10981,0,0.321875527
10996,1,0.978036937
10998,0,0.442062678
11004,0,0.409728307
11007,1,0.672866974
11013,0,0.379906558
11017,0,0.40901257
11022,1,0.984292603
11032,0,0.396502362
11034,0,0.399225645
11035,0,0.3741096
11041,0,0.33177542
11043,0,0.345603555
11050,1,0.56132571
11053,0,0.34306146
11069,0,0.369972187
11072,0,0.35321986
11074,1,0.566718278
11077,1,0.76540318
11086,0,0.330507724
11103,0,0.37948391
11107,0,0.389415996
11109,1,0.489301862
11110,0,0.359915402
11124,1,0.833689059
11125,0,0.396017226
11131,0,0.326684071
11132,1,0.779312557
11147,0,0.335104514
11148,0,0.321899435
11170,0,0.364188179
11186,1,0.740711745
11193,0,0.354923212
11196,0,0.304961905
11203,1,0.802023399
11212,0,0.343895429
11223,0,0.353223321
11226,0,0.387086444
11227,1,0.536994495
11229,0,0.384376666
11235,0,0.352817311
11236,0,0.345143163
11248,1,0.685956001
11250,0,0.418464781
11252,0,0.358911611
11269,0,0.402476479
11271,1,0.717010307
11275,0,0.284633987
11282,1,0.782216765
11285,0,0.410776239
11286,1,0.780339402
11287,1,0.986153766
11289,0,0.302941483
11306,1,0.835221904
11316,0,0.385139162
11322,0,0.292337438
11324,0,0.399515393
11326,1,0.952763222
11335,0,0.320528302
11338,0,0.347441461
11340,0,0.295615349
11343,0,0.276268569
11347,1,0.685303529
11349,0,0.292683278
11352,0,0.283123914
11361,1,0.978650334
11365,1,0.795943905
11382,0,0.397417346
11386,1,0.751245639
11398,0,0.32378175
11404,0,0.328224076
11408,0,0.302699169
11411,0,0.272578658
11432,1,0.81374301
11438,0,0.453396878
11465,0,0.399230491
11470,0,0.376533541
11476,0,0.380835381
11486,0,0.30352852
11488,1,0.696217352
11489,0,0.310594383
11496,0,0.340671416
11499,0,0.318113557
11502,0,0.366761932
11504,0,0.339702146
11506,0,0.288698385
11507,0,0.338153163
11516,1,0.83489991
11522,0,0.422803327
11532,0,0.388357198
11543,0,0.401121522
11551,0,0.458620316
11557,0,0.425999551
11559,0,0.475047923
11560,0,0.391259456
11569,0,0.398155416
11570,0,0.386514134
11574,0,0.324307373
11580,0,0.332938824
11590,0,0.374748349
11592,0,0.328645249
11594,0,0.309207267
11595,0,0.351013475
11597,1,0.734723119
11598,0,0.325433127
11599,0,0.308158774
11600,0,0.281698298
11604,0,0.288141384
11605,1,0.572658938
11607,0,0.330398288
11634,1,0.75192116
11649,1,0.619965115
11651,0,0.365354342
11657,0,0.300811369
11662,1,0.738552769
11668,0,0.288369252
11670,0,0.29205928
11671,0,0.276027411
11676,0,0.259959968
11679,0,0.428363778
11680,1,0.706050481
11690,1,0.598316963
11693,1,0.835366884
11696,0,0.350026638
11708,1,0.700100461
11713,0,0.403496657
11722,0,0.426638381
11723,0,0.337441557
11725,0,0.402947698
11726,1,0.62276276
11730,0,0.296282793
11731,1,0.793686557
11732,0,0.38005811
11736,0,0.340316638
11737,0,0.374098667
11746,1,0.83051553
11747,0,0.421185573
11755,1,0.859481229
11760,1,0.814410325
11764,0,0.456281583
11773,1,0.96542086
11774,0,0.37259638
11780,0,0.338414009
11784,0,0.314950772
11798,0,0.351628373
11800,1,0.604230104
11818,1,0.720874428
11821,0,0.352089573
11825,1,0.744739072
11828,0,0.314422731
11829,1,0.62428375
11830,1,0.90265187
11839,0,0.304431339
11841,0,0.352386879
11848,0,0.382064842
11849,0,0.281292964
11850,0,0.348088277
11853,0,0.300210484
11865,1,0.789828153
11868,1,0.739217884
11872,0,0.342785302
11873,0,0.370873555
11878,0,0.401059756
11885,1,0.647458732
11889,0,0.334129884
11897,1,0.735978326
11899,0,0.361503662
11901,0,0.30736859
11919,1,0.716154697
11922,1,0.699648317
11931,0,0.380808334
11934,1,0.781675799
11936,1,0.654131246
11949,0,0.371841694
11952,1,0.653982866
11954,0,0.343254002
11957,0,0.374518993
11959,0,0.382469339
11960,0,0.355029444
11961,0,0.321621183
11971,0,0.451366488
11978,0,0.384206144
11991,0,0.443460928
11992,0,0.388542652
12001,0,7.31E-07
12002,0,0.358425449
12003,0,0.357690676
12006,0,0.33164422
12007,0,0.342007164
12011,0,0.283149492
12020,1,0.673957009
12027,0,0.398050704
12029,0,0.353690244
12032,0,0.396538057
12038,0,0.381546867
12046,0,0.278529881
12050,0,0.305919507
12052,0,0.278994659
12057,0,0.464308111
12071,0,0.385432665
12081,1,0.636039115
12089,0,0.373539897
12090,0,0.370957676
12091,0,0.437351619
12096,0,0.358339884
12099,0,0.357661345
12100,0,0.377624373
12101,0,0.408556366
12102,1,0.652531539
12104,0,0.3290239
12105,0,0.350913934
12113,0,0.347048719
12115,1,0.758462054
12117,0,0.324238009
12120,0,0.37052919
12136,0,0.313658145
12150,0,0.420704623
12157,0,0.392945754
12162,0,0.336616411
12177,0,0.354495315
12178,1,0.97177008
12185,0,0.322580425
12187,1,0.641118064
12200,0,0.396410185
12211,0,0.403696117
12215,1,0.972120527
12218,0,0.40448335
12220,0,0.40239649
12227,0,0.354068978
12229,1,0.572859424
12233,0,0.375420883
12251,0,0.254060269
12255,0,0.270305401
12271,0,0.400578021
12273,0,0.447263589
12289,0,0.372759747
12295,0,0.266246544
12299,1,0.979094937
12301,0,0.405792223
12309,0,0.419913271
12313,0,0.392585648
12319,0,0.338776755
12341,1,0.792423617
12345,0,0.428803473
12346,0,0.421141887
12348,0,0.357541177
12350,0,0.329622523
12363,1,0.661815029
12369,1,0.763803971
12373,1,0.591502096
12374,0,0.348964047
12378,0,0.329529977
12382,0,0.311201178
12390,1,0.976083476
12394,1,0.976479902
12395,1,0.971549468
12398,0,0.408333118
12399,0,0.394869037
12402,1,0.616186535
12414,1,0.980701996
12428,0,0.312412152
12430,0,0.322512431
12437,1,0.699927649
12441,0,0.411453913
12442,0,0.411804708
12445,0,0.441934919
12447,0,0.411169423
12461,0,0.398206851
12465,1,0.96570475
12466,1,0.553596068
12467,1,0.985161358
12470,0,0.332585012
12471,0,0.368456899
12484,1,0.639868015
12486,0,0.435462755
12488,0,0.472604068
12490,1,0.673851066
12491,0,0.418659939
12511,0,0.452828229
12522,0,0.40979761
12535,1,0.999999798
12540,0,0.42937248
12549,1,0.798076435
12551,0,0.426194211
12554,0,0.397915984
12559,1,0.955384617
12564,0,0.394709821
12569,0,0.388197075
12570,1,0.781836267
12574,1,0.976443637
12577,1,0.672937199
12579,0,0.40414623
12581,0,0.308921776
12590,0,0.34119622
12594,1,0.60556723
12596,0,0.325032982
12616,1,0.75111075
12624,1,0.985951885
12639,1,0.564811325
12666,0,0.389010691
12667,1,0.744137434
12679,1,0.736049808
12681,1,0.86546521
12701,0,0.364523486
12734,1,0.699086549
12738,0,0.262456027
12742,0,0.360964377
12749,0,0.36830066
12755,0,0.254400611
12774,0,0.277780226
12789,0,0.421043083
12805,1,0.727781262
12811,0,0.253190769
12813,0,0.337419853
12818,0,0.409450514
12827,1,0.780849747
12834,0,0.315313077
12837,1,0.884768828
12869,1,0.75083045
12879,0,0.337687981
12896,1,0.718286522
12898,1,0.960163635
12900,0,0.298232337
12915,1,0.563308457
12927,0,0.279665788
12928,1,0.88459862
12940,0,0.305537886
12946,0,0.323330961
12954,0,0.343635436
12956,1,0.519735611
12963,0,0.363435013
12966,0,0.380696223
12967,0,0.394647658
12970,0,0.406718612
12975,0,0.344641543
12976,1,0.758564596
12984,0,0.338797947
12992,0,0.323672269
13004,0,0.304102617
13005,1,0.680446459
13008,0,0.275395692
13010,0,0.330493822
13016,0,0.272362667
13017,0,0.277896714
13018,0,0.296843563
13030,1,0.796982685
13034,0,0.340900372
13064,0,0.338635948
13069,0,0.331815477
13094,0,0.386284372
13097,0,0.361208171
13098,0,0.313272901
13099,1,0.582326813
13110,0,0.417357713
13112,0,0.33382267
13117,0,0.265427991
13119,1,0.949317761
13121,0,0.336090094
13135,0,0.265651709
13136,0,0.382748392
13137,0,0.27787795
13147,0,0.334268771
13149,0,0.324894663
13155,1,0.802073984
13160,0,0.439274736
13161,1,0.937489933
13174,0,0.382497494
13177,1,0.761977583
13182,0,0.311444236
13184,1,0.785500317
13188,0,0.398518188
13192,1,0.627037444
13211,0,0.364404336
13217,0,0.32389729
13221,0,0.258187645
13222,1,0.73636408
13223,0,0.357275492
13229,0,0.404360003
13237,0,0.402480105
13247,1,0.794945734
13249,0,0.40854857
13254,0,0.310034266
13256,0,0.330168693
13259,1,0.653496627
13265,0,0.411058028
13267,0,0.403112228
13268,0,0.404143423
13269,0,0.35273704
13270,0,0.38062745
13271,1,0.669661122
13281,0,0.257286905
13284,0,0.31114342
13289,1,0.681563728
13292,0,0.329507526
13303,0,0.25510373
13339,0,0.416584692
13355,0,0.404640409
13356,1,0.976688842
13369,1,0.69954138
13374,1,0.837976512
13375,0,0.436909011
13377,0,0.433698672
13378,1,0.807237077
13390,1,0.687612519
13396,0,0.358501888
13397,0,0.38689316
13406,0,0.422670943
13411,0,0.395276122
13413,0,0.344238778
13418,0,0.383802478
13422,0,0.316904689
13423,0,0.368228784
13427,1,0.57287053
13429,0,0.328625936
13447,1,0.600565188
13456,1,0.831606231
13471,0,0.364991504
13472,1,0.755319462
13475,0,0.436742523
13480,1,0.753827437
13491,0,0.255576266
13498,0,0.315181561
13504,0,0.439039274
13514,0,0.390238408
13521,0,0.379339609
13528,0,0.342524135
13529,0,0.323846463
13531,0,0.324821189
13533,0,0.327603127
13536,0,0.274886739
13542,0,0.353473289
13547,0,0.293559055
13549,1,0.53405188
13551,0,0.268683001
13552,0,0.29381702
13564,0,0.3782166
13567,1,0.788177798
13571,0,0.357325733
13580,0,0.382879814
13581,1,0.730981397
13584,0,0.376789263
13597,0,0.281067229
13605,0,0.369005919
13608,0,0.428931616
13610,1,0.956399601
13619,0,0.327508707
13625,1,0.794545175
13630,1,0.786103224
13634,1,0.92779207
13650,0,0.436527921
13653,0,0.408958271
13661,0,0.32416629
13662,0,0.415143062
13671,0,0.314030258
13674,0,0.326583192
13680,0,0.381277888
13681,1,0.707897794
13690,0,0.418722368
13692,0,0.466437154
13696,1,0.795671007
13704,0,0.3259415
13710,0,0.28503323
13731,0,0.415665353
13732,0,0.378839179
13733,1,0.973527173
13735,0,0.357298717
13748,0,0.382985056
13751,0,0.406755415
13754,1,0.813360945
13759,1,0.80719907
13760,0,0.296700244
13762,0,0.330695627
13764,0,0.26142458
13768,0,0.279977016
13770,0,0.285687261
13771,1,0.629342043
13782,0,0.300514988
13786,1,0.62441332
13790,1,0.733490541
13815,0,0.347137019
13859,0,0.331958196
13862,1,0.627379008
13865,0,0.290954223
13886,0,0.456206735
13888,0,0.361887705
13891,1,0.821427776
13892,0,0.368044583
13893,0,0.322509706
13909,0,0.308369324
13918,0,0.225744181
13947,0,0.338381466
13948,0,0.310849986
13962,0,0.386816482
13967,1,0.827333113
13979,0,0.364995348
13985,0,0.376991892
13997,0,0.40148684
14009,0,0.406308013
14011,0,0.443116635
14014,0,0.419220762
14026,0,0.475123815
14030,0,0.337744499
14034,1,0.600065577
14049,1,0.881700429
14051,1,0.868709029
14060,0,0.395760668
14062,1,0.723960124
14070,1,0.81146544
14076,1,0.747197107
14090,0,0.355324224
14094,0,0.326581854
14096,0,0.291525798
14099,1,0.705018783
14104,1,0.666248647
14105,0,0.320312901
14114,0,0.287824429
14122,1,0.677685031
14127,1,0.779488819
14128,1,0.660741435
14130,0,0.396589839
14138,0,0.333896159
14142,1,0.815593977
14152,0,0.363240978
14157,0,0.418358485
14195,0,0.341343579
14207,1,0.768823694
14221,0,0.378419922
14222,0,0.391259058
14228,0,0.274005468
14233,0,0.27572121
14235,0,0.242637859
14236,1,0.641109381
14237,1,0.760747147
14240,0,0.287784264
14241,0,0.309972107
14256,0,0.375626965
14257,1,0.793045947
14268,1,0.54582396
14270,0,0.447096007
14274,1,0.711936339
14282,0,0.422927003
14297,0,0.286116496
14324,1,0.741677536
14330,1,0.728249443
14331,1,0.520842323
14333,0,0.290585558
14342,0,0.349458763
14346,1,0.561741379
14361,1,0.489956637
14362,1,0.725190717
14364,0,0.419548876
14375,0,0.341035754
14376,0,0.371222801
14380,0,0.337475373
14388,1,0.618937355
14393,1,0.686639974
14399,0,0.265269171
14427,0,0.316561178
14429,0,0.348556137
14435,0,0.31334036
14442,1,0.943779
14444,0,0.388778005
14451,0,0.41176193
14454,1,0.848297354
14462,0,0.395490536
14466,0,0.305274264
14503,0,0.284977098
14505,0,0.264407491
14513,1,0.55687187
14525,0,0.439174183
14526,1,0.787883423
14530,1,0.84043813
14537,1,0.529838927
14550,0,0.271652809
14551,0,0.257784045
14555,0,0.317536526
14558,0,0.361051871
14559,0,0.374592077
14561,1,0.629845217
14563,1,0.736367117
14572,1,0.594918832
14573,0,0.298407879
14578,0,0.327079828
14583,0,0.297552408
14593,0,0.40722526
14595,0,0.336148226
14597,1,0.637548015
14600,0,0.366619195
14602,0,0.380811628
14608,0,0.375531622
14609,0,0.357457616
14618,0,0.334091039
14649,0,0.302216256
14659,0,0.442374475
14670,1,0.767733098
14684,0,0.294928558
14690,0,0.315329406
14699,1,0.605769182
14701,0,0.318482598
14702,0,0.340403742
14732,0,0.292213938
14744,0,0.412573199
14745,0,0.39161973
14753,0,0.384995746
14772,0,0.331298625
14775,0,0.361090597
14778,0,0.329037722
14779,0,0.335573462
14780,0,0.328093747
14781,0,0.332083352
14784,0,0.328267005
14789,0,0.416255886
14790,1,0.645914804
14798,0,0.438587014
14803,0,0.379283069
14809,1,0.729993116
14811,0,0.32459313
14825,1,0.626854921
14826,0,0.364998787
14832,0,0.33760464
14835,1,0.786318294
14840,0,0.314789236
14847,0,0.428975898
14850,0,0.397824039
14859,0,0.268791506
14867,0,0.462059324
14868,1,0.666164899
14870,0,0.347601386
14882,0,0.384601783
14883,0,0.347137918
14894,1,0.708059333
14899,1,0.860249325
14906,0,0.374161913
14912,0,0.336839826
14921,0,0.344260308
14923,0,0.384548847
14925,0,0.402864334
14927,1,0.750706049
14932,1,0.759144978
14945,0,0.30619205
14969,0,0.319303634
14972,1,0.611225581
14979,1,0.766624027
14981,0,0.27985274
14986,1,0.506878859
14992,0,0.271675798
14999,0,0.313072253
15004,1,0.959679704
15006,0,0.329398068
15010,0,0.323149384
15023,1,0.700733482
15033,1,0.640362067
15035,0,0.338094454
15046,0,0.387088172
15048,1,0.650453597
15055,1,0.826810815
15056,1,0.969998871
15057,1,0.635590827
15059,0,0.277756224
15065,1,0.618675116
15067,0,0.363618067
15070,0,0.281982469
15089,0,0.305131376
15116,0,0.393928388
15121,0,0.311007171
15135,1,0.708150661
15143,1,0.752299055
15144,0,0.272129918
15153,1,0.763065114
15154,0,0.351331323
15158,1,0.787588843
15160,0,0.300023452
15162,1,0.603529569
15164,0,0.263204622
15169,0,0.366779858
15171,0,0.256164604
15179,0,0.429137248
15182,1,0.656344657
15183,0,0.449368511
15190,1,0.64543866
15195,1,0.798833669
15207,1,0.752370669
15208,1,0.759424569
15215,0,0.43251074
15220,0,0.472796776
15225,0,0.380332569
15235,0,0.320506791
15258,1,0.587439531
15261,0,0.346898659
15263,1,0.82733025
15271,0,0.376769082
15279,1,0.645107917
15280,0,0.361894642
15283,1,0.809305972
15297,0,0.292705024
15304,0,0.370466499
15305,0,0.333407117
15312,0,0.35785065
15313,0,0.335759722
15321,0,0.299168091
15323,0,0.34850224
15339,0,0.286476936
15350,0,0.351983423
15352,0,0.323107286
15362,0,0.294734146
15363,0,0.338418743
15384,0,0.265636074
15388,0,0.331441766
15410,0,0.318480345
15413,0,0.298150808
15423,0,0.434618519
15424,0,0.356735586
15429,0,0.229555328
15430,0,0.265703162
15445,0,0.426517335
15452,0,0.367376481
15454,1,0.634411326
15457,1,0.756942524
15458,0,0.322170833
15470,0,0.399716667
15479,0,0.296122247
15484,0,0.382952261
15487,0,0.396260941
15488,0,0.320507136
15496,0,0.365802857
15504,1,0.834539978
15507,0,0.465514263
15509,1,0.597240162
15519,0,0.365443653
15522,0,0.334845363
15527,0,0.337885313
15528,0,0.331685438
15550,0,0.277576184
15560,0,0.38998839
15573,1,0.740862641
15575,0,0.288376229
15578,0,0.2437209
15593,0,0.258018295
15598,0,0.314394904
15604,0,0.295772192
15625,0,0.341546356
15626,0,0.401928264
15629,0,0.322972871
15630,0,0.344457441
15632,1,0.745213914
15639,0,0.388617357
15641,0,0.397667241
15645,1,0.697849682
15650,0,0.371097732
15652,0,0.304514901
15659,0,0.302779037
15662,0,0.309395272
15664,0,0.225768036
